AccountId,Name,BillingStreet,BillingCity,BillingState,BillingCountry,Sic,Industry,AnnualRevenue,NumberOfEmployees,ValgenDev__cfMappLatitude__c,ValgenDev__cfMappLongitude__c,test
0013u000012KXdqAAG,Community Support Service Inc,9075 COMPRINT CT,GAITHERSBURG,MD,USA,,,616000,,39.12026978,-77.18419647
0013u000012KXdrAAG,Morrison Development Center,60 CHAMBERLAIN RD,SCARBOROUGH,ME,USA,,,461000,,43.5911293,-70.30677795
0013u000012KXzZAAW,United Way For Southeastern Michigan,660 WOODWARD AVE STE 300,DETROIT,MI,USA,,,5913000,,42.33081818,-83.04582977
0013u000012KXzaAAG,Volunteers Of America,21415 CIVIC CENTER DR STE 306,SOUTHFIELD,MI,USA,,,710000,,42.47914886,-83.2547226
0013u000012KXzbAAG,Cass Community Social Service,11745 ROSA PARKS BLVD,DETROIT,MI,USA,,,789000,,42.38653183,-83.10665131
0013u000012KXzcAAG,Kaposia Inc,380 E LAFAYETTE FRONTAGE RD STE 212,SAINT PAUL,MN,USA,,,3008000,,44.93479156,-93.07209778
0013u000012KXzdAAG,Heartland Homes,423 MAIN AVE S,PARK RAPIDS,MN,USA,,,1350000,,46.91873169,-95.06017303
0013u000012KXzeAAG,Tri Valley Opportunity Council,102 N BROADWAY,CROOKSTON,MN,USA,,,3573000,,47.77370834,-96.60666656
0013u000012KXzfAAG,RS Eden,1931 W BROADWAY AVE STE 101,MINNEAPOLIS,MN,USA,,,7059000,,45.00090027,-93.30561066
0013u000012KXzgAAG,Daeoc Delta Headstart Food,99 SKYVIEW RD,PORTAGEVILLE,MO,USA,,,2555000,,36.42443848,-89.6833725
0013u000012KXzhAAG,American Red Cross,4050 LINDELL BLVD,SAINT LOUIS,MO,USA,,,5845000,,38.63962173,-90.24490356
0013u000012KXziAAG,"Community Treatment, Inc",227 MAIN ST,FESTUS,MO,USA,,,193000,,38.20325089,-90.47942352
0013u000012KXzjAAG,Beyond Housing Pagedale,6506 WRIGHT WAY,SAINT LOUIS,MO,USA,,,12988000,,38.69726181,-90.27831268
0013u000012KXzkAAG,Community Action Agency-St Louis,2709 WOODSON RD,SAINT LOUIS,MO,USA,,,2923000,,38.70727921,-90.36125946
0013u000012KXzlAAG,Ajfc Community Action Agency,1038 N UNION ST,NATCHEZ,MS,USA,,,3293000,,31.56895065,-91.38976288
0013u000012KXzmAAG,American Red Cross,2425 PARK RD,CHARLOTTE,NC,USA,,,185000,,35.19797134,-80.85163879
0013u000012KXznAAG,North Carolina Baptist Disaster,205 CONVENTION DR,CARY,NC,USA,,,196000,,35.77603149,-78.7600708
0013u000012KXzoAAG,Autism Services-Mecklenburg,2211 EXECUTIVE ST STE A,CHARLOTTE,NC,USA,,,1110000,,35.23957062,-80.9078598
0013u000012KXzpAAG,Falcon Children's Home Inc,7569 N. West Stree,Falcon,NC,USA,,,2717000,,35.19189835,-78.64974213
0013u000012KXzqAAG,Eastern Band Cherokee Indin,837 ACQUONI RD,CHEROKEE,NC,USA,,,749000,,35.51787186,-83.33419037
0013u000012KXzrAAG,Southeastern Community & Family Services,405 N ELM ST,LUMBERTON,NC,USA,,,1305000,,34.62014008,-79.00874329
0013u000012KXzsAAG,Baptist Children's Homes Of NC,204 IDOL ST,THOMASVILLE,NC,USA,,,5710000,,35.8759613,-80.09706879
0013u000012KXztAAG,Lutheran Social Services,3911 20TH AVE S,FARGO,ND,USA,,,2483000,,46.84830856,-96.8465271
0013u000012KXzuAAG,Spectrum For Living Inc,210 RIVERVALE RD APT 3,RIVER VALE,NJ,USA,,,3542000,,40.99562836,-74.00637817
0013u000012KXzvAAG,Tri City Peoples Corp,55 WASHINGTON ST FL 1,EAST ORANGE,NJ,USA,,,4579000,,40.7700119,-74.21720123
0013u000012KXzwAAG,Childrens Aid & Family Service,200 ROBIN RD STE 1,PARAMUS,NJ,USA,,,4723000,,40.93241119,-74.0745163
0013u000012KXzxAAG,Hudson Milestones,365-381 CLENDENNY AVE,JERSEY CITY,NJ,USA,,,780000,,40.72230911,-74.09068298
0013u000012KXzyAAG,Matheny School & Hospital,PO BOX 339,PEAPACK,NJ,USA,,,365000,,40.70640182,-74.66371155
0013u000012KXzzAAG,New Horizons Autism,906 STATE ROUTE 33,FREEHOLD,NJ,USA,,,505000,,40.23151016,-74.21218109
0013u000012KY00AAG,United Cerebral Palsy-Hudson,721 BROADWAY,BAYONNE,NJ,USA,,,1560000,,40.67174911,-74.11184692
0013u000012KY01AAG,Tri-County Youth Service,435 MAIN ST,PATERSON,NJ,USA,,,6334000,,40.91078949,-74.17173004
0013u000012KY02AAG,Joseph A Jeffries Co Inc,5211 LOUISVILLE ST,LOUISVILLE,OH,USA,,,7112000,,40.82706833,-81.30375671
0013u000012KY03AAG,Human Care Service For Families,1042 38TH ST,BROOKLYN,NY,USA,,,509000,,40.64439011,-73.99130249
0013u000012KY04AAG,Northeast Parent & Child Society,120 PARK AVE,SCHENECTADY,NY,USA,,,881000,,42.78794098,-73.90466309
0016A00000pf9JLQAY,WOODELL TRANSPORT,3105 AIR PARK RD,FUQUAY VARINA,NC,USA,,42 - TRUCKING AND WAREHOUSING,1250000,17,35.61783981,-78.70191193
0016A00000pf9JMQAY,COMMERCIAL ROOFING ASSOC. INC.,447 ATANDO AVE,CHARLOTTE,NC,USA,,17 - Special Trade Contractors,2452000,61,35.25666046,-80.81466675
0016A00000pf9JNQAY,COASTAL WATERPROOFING,4627 KERSHAW RD,ORIENTAL,NC,USA,,17 - Special Trade Contractors,1728000,12,35.03168106,-76.77877045
0016A00000pf9JOQAY,C W ELECTRIC CO IN,118 WOODLYN DR,YADKINVILLE,NC,USA,,17 - Special Trade Contractors,1562000,22,36.11668015,-80.65399933
0016A00000pf9JPQAY,CARDINAL LANDSCAPING INC.,2908 CARPENTER UPCHURCH RD,CARY,NC,USA,,07 - Agricultural Services,1752000,15,35.81496048,-78.87129974
0016A00000pf9JQQAY,C M CARRIERS,740 DOUBS CHAPEL RD,WEST END,NC,USA,,42 - TRUCKING AND WAREHOUSING,2967000,20,35.27941895,-79.45440674
0016A00000pf9JRQAY,CARROLL HEATING & AIR COND. INC.,1622 LONGFELLOW ST,CHARLOTTE,NC,USA,,17 - Special Trade Contractors,703000,7,35.21614838,-80.78278351
0016A00000pf9JSQAY,CAROLINA CABLE CONTRACTORS INC.,252 LAKE EMORY RD,FRANKLIN,NC,USA,,17 - Special Trade Contractors,9306000,67,35.1952095,-83.3680191
0016A00000pf9JTQAY,CONCRETE SPECIALTY CONTRACTORS,1609 N POST RD,SHELBY,NC,USA,,17 - Special Trade Contractors,4500000,43,35.33219147,-81.49964142
0016A00000pf9JUQAY,CONOVER CONSTRUCTION & ROOFING,1168 27TH STREET DR SE,HICKORY,NC,USA,,15 - General Building Contractors,1702000,18,35.70954132,-81.28312683
0016A00000pf9JVQAY,CAROLINA MOUNTAIN DOOR CO.,195 CANE CREEK RD,FLETCHER,NC,USA,,52 - Building Materials & Hardware,491000,3,35.43383026,-82.49342346
0016A00000pf9JWQAY,CAPITAL PLUMBING CO.,5625 FIXIT SHOP RD,WAKE FOREST,NC,USA,,17 - Special Trade Contractors,370000,4,35.87651825,-78.45941925
0016A00000pf9JXQAY,CARROLL CONSTRUCTION INC.,650 TWO CLAUDE RD,WILLOW SPRING,NC,USA,,15 - General Building Contractors,884000,3,35.54811096,-78.61710358
0016A00000pf9JYQAY,CHARLTTE MECKLENBURG HOSP. AUTH.,7810 PROVIDENCE RD STE 101,CHARLOTTE,NC,USA,,80 - Health Services,2000000,10,35.1008606,-80.77906036
0016A00000pf9JZQAY,BREECE ENTERPRISES INC.,2203 EASTCHESTER DR STE 105,HIGH POINT,NC,USA,,16 - Heavy Construction Except Building,1900000,16,36.02156067,-79.9748764
0016A00000pf9JaQAI,YARBROUGH TRANSFER CO.,1500 DOUNE ST,WINSTON SALEM,NC,USA,,42 - TRUCKING AND WAREHOUSING,6673000,45,36.07822037,-80.24104309
0016A00000pf9JbQAI,CONCRETE SUPPLY CO.,247 N PILOT KNOB RD,DENVER,NC,USA,,17 - Special Trade Contractors,3000000,60,35.44760132,-80.99004364
0016A00000pf9JcQAI,COASTAL TIMBER CO. INC.,PO BOX 236,RIEGELWOOD,NC,USA,,42 - TRUCKING AND WAREHOUSING,2115000,15,34.37593842,-78.28028107
0016A00000pf9JdQAI,CARNELLS PLUMBING CO.,611 MAGGIE WAY,WENDELL,NC,USA,,17 - Special Trade Contractors,3151000,40,35.73699188,-78.38681793
0016A00000pf9JeQAI,CAROLINA BUILDER SVC.,2541 BRYSON CITY RD,FRANKLIN,NC,USA,,15 - General Building Contractors,3876000,12,35.2120285,-83.3997879
0016A00000pf9JfQAI,CAROLINA CONCRETE FINISHING,1159 WINDY HILL RD,FLEETWOOD,NC,USA,,17 - Special Trade Contractors,390000,5,36.30831146,-81.49756622
0016A00000pf9JgQAI,BILL PATTERSON TRUCKING,212 HICKORY DR,CLAYTON,NC,USA,,42 - TRUCKING AND WAREHOUSING,2840000,23,35.55830002,-78.38742065
0016A00000pf9JhQAI,COLONY BUILDERS INC.,3089 SENNA DR,MATTHEWS,NC,USA,,15 - General Building Contractors,153000,3,35.12343979,-80.69278717
0016A00000pf9JiQAI,COMPRESSED AIR SYSTEMS INC.,245 FORBES AVE,SALISBURY,NC,USA,,50 - Wholesale Trade: Durable Goods,3000000,13,35.64088821,-80.5121994
0016A00000pf9JjQAI,CAPITAL CITY MECHANICAL,1024 MCCLELLAND CT,CHARLOTTE,NC,USA,,15 - General Building Contractors,2000000,15,35.26409912,-80.81919861
0016A00000pf9JkQAI,CONCRETE SERVICE CO.,130 BUILDERS BLVD,FAYETTEVILLE,NC,USA,,17 - Special Trade Contractors,11500000,40,35.07078171,-78.87876892
0016A00000pf9JlQAI,CHAMPION WINDOWS SUN ROOMS,9100 PERIMETER WOODS DR STE C,CHARLOTTE,NC,USA,,15 - General Building Contractors,1800000,16,35.34397125,-80.85121918
0016A00000pf9JmQAI,CONNELLY SPRINGS ELECTRIC,1165 US HIGHWAY 70,CONNELLY SPRINGS,NC,USA,,17 - Special Trade Contractors,326000,4,35.7392807,-81.49913025
0016A00000pf9JnQAI,ADAM'S SIGN SVC. & REPAIR,625 N PARK AVE,BURLINGTON,NC,USA,,73 - BUSINESS SERVICES,531000,5,36.10092163,-79.4417572
0016A00000pf9JoQAI,COASTAL POWER ELECTRIC,4235 US HIGHWAY 421,CURRIE,NC,USA,,17 - Special Trade Contractors,4349000,25,34.39030075,-78.03423309
0016A00000pf9JpQAI,BLACK CONCRETE INC.,705 COTTON GROVE RD,LEXINGTON,NC,USA,,52 - Building Materials & Hardware,3096000,12,35.80455017,-80.26325989
0016A00000pf9JqQAI,CAPPS PLUMBING INC.,5586 US HIGHWAY 301 S,FOUR OAKS,NC,USA,,17 - Special Trade Contractors,76000,1,35.45043945,-78.4133606
0016A00000pf9JrQAI,BULLSEYE CONSTRUCTION INC,581 N POLK ST,PINEVILLE,NC,USA,,15 - General Building Contractors,1900000,20,35.09154892,-80.88536835
0016A00000pf9JsQAI,CAROLINA TRANSPORT OF BURGAW,340 ED COWAN RD,BURGAW,NC,USA,,42 - TRUCKING AND WAREHOUSING,160000,2,34.57038879,-77.93518829
0016A00000pf9JtQAI,COASTAL CONTAINERS LLC,846 BELL FORK RD,JACKSONVILLE,NC,USA,,49 - Electric Gas And Sanitary Services,726000,5,34.74642944,-77.38768005
0016A00000pf9JuQAI,ACT ELECTRIC,1208 JONES DAIRY RD,WAKE FOREST,NC,USA,,17 - Special Trade Contractors,1348000,15,35.95059967,-78.47073364
0016A00000pf9JvQAI,ADDISON CONSTRUCTION CO.,202 S HOOVER RD,DURHAM,NC,USA,,17 - Special Trade Contractors,1448000,8,35.98918915,-78.86029053
0016A00000pf9JwQAI,BROADWAY COMMERCIAL SVC. INC.,4408 MEDLIN RD,MONROE,NC,USA,,07 - Agricultural Services,1416000,12,34.89387131,-80.48059845
0016A00000pf9JxQAI,CECIL DAVIS PLUMBING INC.,2413 PAULA ST,RALEIGH,NC,USA,,17 - Special Trade Contractors,3128000,15,35.81304169,-78.6253891
0016A00000pf9JyQAI,CIRCLE T TRUCKING LLC,243 HARPER RD,STANTONSBURG,NC,USA,,42 - TRUCKING AND WAREHOUSING,3112000,26,35.51216888,-77.77066803
0016A00000pf9JzQAI,CAMP ELECTRIC CO.,239 US 64 HWY,RUTHERFORDTON,NC,USA,,17 - Special Trade Contractors,1841000,21,35.34870148,-81.99228668
0016A00000pf9K0QAI,BOILER MASTERS,314 VILLAGE GREEN DR,GREENSBORO,NC,USA,,17 - Special Trade Contractors,4232000,21,36.04177094,-79.79740906
0016A00000pf9K1QAI,ACE HEATING & COOLING,179 N FORK RD,BARNARDSVILLE,NC,USA,,17 - Special Trade Contractors,246000,3,35.78210068,-82.44265747
0016A00000pf9K2QAI,ADVANCED COMPRESSOR TECHNOLOGY,171 KEY ST,PILOT MOUNTAIN,NC,USA,,50 - Wholesale Trade: Durable Goods,600000,4,36.41136932,-80.50084686
0016A00000pf9K3QAI,CAROLINA TANK LINES,3255 MAPLE AVE,BURLINGTON,NC,USA,,42 - TRUCKING AND WAREHOUSING,18500000,110,36.04489899,-79.43627167
0016A00000pf9K4QAI,CIVIL CONTRACTORS INC.,178 MINE LAKE CT,RALEIGH,NC,USA,,15 - General Building Contractors,275000,3,35.87596893,-78.6437912
0016A00000pf9K5QAI,ABATEMASTER INC.,6022 OLD US HIGHWAY 52,LEXINGTON,NC,USA,,17 - Special Trade Contractors,236000,3,35.90694046,-80.25655365
0016A00000pf9K6QAI,BOSWELL ELECTRIC CO.,2303 STAFFORD STREET EXT,MONROE,NC,USA,,17 - Special Trade Contractors,2823000,30,35.06748962,-80.52706909
0016A00000pf9K7QAI,CHAMPION PAVING CO.,418 LOWER RUSH BRANCH RD,SUGAR GROVE,NC,USA,,16 - Heavy Construction Except Building,1016000,7,36.27133942,-81.85005188
0016A00000pf9K8QAI,CARTER LUMBER,13300 HIGHLAND RD,LAURINBURG,NC,USA,,52 - Building Materials & Hardware,1628000,10,34.75394058,-79.42938995
0016A00000pf9K9QAI,CHAVIS INC,204 NC HIGHWAY 71 N,MAXTON,NC,USA,,15 - General Building Contractors,339000,5,34.71236038,-79.32691956
0016A00000pf9KAQAY,COMFORT ENGINEERS INC.,4008 COMFORT LN,DURHAM,NC,USA,,17 - Special Trade Contractors,4582000,170,36.02693939,-78.9806366
0016A00000pf9KBQAY,BRINSON & SONS HEATING & AIR CONDITIONIN,3501 N KERR AVE,WILMINGTON,NC,USA,,17 - Special Trade Contractors,4500000,35,34.28842926,-77.91825867
0016A00000pf9KCQAY,CLARK & LEATHERWOOD INC.,179 INDUSTRIAL PARK DR,WAYNESVILLE,NC,USA,,15 - General Building Contractors,10500000,55,35.51496124,-82.96846771
0016A00000pf9KDQAY,CATAWBA VALLEY MED CTR. CANCER,810 FAIRGROVE CHURCH RD,HICKORY,NC,USA,,80 - Health Services,6156000,57,35.71458817,-81.26529694
